CWE_ID,Name,Abstraction,Structure,Status,Mapping_Status,Description
56,Path Equivalence: 'filedir*' (Wildcard),Variant,Simple,Incomplete,Allowed,"The product accepts path input in the form of asterisk wildcard ('filedir*') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files."
560,Use of umask() with chmod-style Argument,Variant,Simple,Draft,Allowed,The product calls umask() with an incorrect argument that is specified as if it is an argument to chmod().
561,Dead Code,Base,Simple,Draft,Allowed,"The product contains dead code, which can never be executed."
562,Return of Stack Variable Address,Base,Simple,Draft,Allowed,"A function returns the address of a stack variable, which will cause unintended program behavior, typically in the form of a crash."
563,Assignment to Variable without Use,Base,Simple,Draft,Allowed,"The variable's value is assigned but never used, making it a dead store."
564,SQL Injection: Hibernate,Variant,Simple,Incomplete,Allowed,Using Hibernate to execute a dynamic SQL statement built with user-controlled input can allow an attacker to modify the statement's meaning or to execute arbitrary SQL commands.
565,Reliance on Cookies without Validation and Integrity Checking,Base,Simple,Incomplete,Allowed,"The product relies on the existence or values of cookies when performing security-critical operations, but it does not properly ensure that the setting is valid for the associated user."
566,Authorization Bypass Through User-Controlled SQL Primary Key,Variant,Simple,Incomplete,Allowed,"The product uses a database table that includes records that should not be accessible to an actor, but it executes a SQL statement with a primary key that can be controlled by that actor."
567,Unsynchronized Access to Shared Data in a Multithreaded Context,Base,Simple,Draft,Allowed,"The product does not properly synchronize shared data, such as static variables across threads, which can lead to undefined behavior and unpredictable data changes."
568,finalize() Method Without super.finalize(),Variant,Simple,Draft,Allowed,The product contains a finalize() method that does not call super.finalize().
57,Path Equivalence: 'fakedir/../realdir/filename',Variant,Simple,Incomplete,Allowed,"The product contains protection mechanisms to restrict access to 'realdir/filename', but it constructs pathnames using external input in the form of 'fakedir/../realdir/filename' that are not handled by those mechanisms. This allows attackers to perform unauthorized actions against the targeted file."
570,Expression is Always False,Base,Simple,Draft,Allowed,The product contains an expression that will always evaluate to false.
571,Expression is Always True,Base,Simple,Draft,Allowed,The product contains an expression that will always evaluate to true.
572,Call to Thread run() instead of start(),Variant,Simple,Draft,Allowed,"The product calls a thread's run() method instead of calling start(), which causes the code to run in the thread of the caller instead of the callee."
574,EJB Bad Practices: Use of Synchronization Primitives,Variant,Simple,Draft,Allowed,The product violates the Enterprise JavaBeans (EJB) specification by using thread synchronization primitives.
575,EJB Bad Practices: Use of AWT Swing,Variant,Simple,Draft,Allowed,The product violates the Enterprise JavaBeans (EJB) specification by using AWT/Swing.
576,EJB Bad Practices: Use of Java I/O,Variant,Simple,Draft,Allowed,The product violates the Enterprise JavaBeans (EJB) specification by using the java.io package.
577,EJB Bad Practices: Use of Sockets,Variant,Simple,Draft,Allowed,The product violates the Enterprise JavaBeans (EJB) specification by using sockets.
578,EJB Bad Practices: Use of Class Loader,Variant,Simple,Draft,Allowed,The product violates the Enterprise JavaBeans (EJB) specification by using the class loader.
579,J2EE Bad Practices: Non-serializable Object Stored in Session,Variant,Simple,Draft,Allowed,"The product stores a non-serializable object as an HttpSession attribute, which can hurt reliability."
58,Path Equivalence: Windows 8.3 Filename,Variant,Simple,Incomplete,Allowed,"The product contains a protection mechanism that restricts access to a long filename on a Windows operating system, but it does not properly restrict access to the equivalent short ""8.3"" filename."
580,clone() Method Without super.clone(),Variant,Simple,Draft,Allowed,The product contains a clone() method that does not call super.clone() to obtain the new object.
581,Object Model Violation: Just One of Equals and Hashcode Defined,Variant,Simple,Draft,Allowed,The product does not maintain equal hashcodes for equal objects.
